"chrom","chromStart","chromEnd","TranscriptID","GeneID","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","MatureLength","Type","BioType","ConservationType"
"CM001187.1",19733106,19733382,"Tp1g31740","Tp1g31740",0,"-",19733382,19733382,0,1,"276,","0,",276,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",3599125,3599395,"Tp1g10190","Tp1g10190",0,"+",3599395,3599395,0,1,"270,","0,",270,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",3872935,3873222,"Tp1g10920","Tp1g10920",0,"-",3873222,3873222,0,2,"147,60,","0,227,",207,"multiexonic","sense_exonic_lncRNA","NA"
"CM001187.1",7879468,7880823,"Tp1g21480","Tp1g21480",0,"+",7880823,7880823,0,3,"91,183,11,","0,239,1344,",285,"multiexonic","lincRNA","OnlySynteny"
"CM001187.1",8064503,8064731,"Tp1g21910","Tp1g21910",0,"-",8064731,8064731,0,1,"228,","0,",228,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",9186475,9186760,"Tp1g24630","Tp1g24630",0,"+",9186760,9186760,0,1,"285,","0,",285,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",10298158,10301035,"TpRegRNA_2330.1","TpRegRNA_2330",0,"+",10301035,10301035,0,1,"2877,","0,",2877,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",10298158,10301035,"TpRegRNA_2331.1","TpRegRNA_2331",0,"-",10301035,10301035,0,1,"2877,","0,",2877,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",10301934,10302201,"Tp1g27000","Tp1g27000",0,"+",10302201,10302201,0,1,"267,","0,",267,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",10372075,10372294,"Tp1g27170","Tp1g27170",0,"-",10372294,10372294,0,1,"219,","0,",219,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",10490906,10492717,"Tp1g27460","Tp1g27460",0,"+",10492717,10492717,0,3,"93,90,167,","0,595,1644,",350,"multiexonic","sense_exonic_lncRNA","NA"
"CM001187.1",10535720,10536788,"TpRegRNA_2375.1","TpRegRNA_2375",0,"-",10536788,10536788,0,2,"405,469,","0,599,",874,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",10589762,10590023,"Tp1g27660","Tp1g27660",0,"+",10590023,10590023,0,1,"261,","0,",261,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",1072636,1072939,"Tp1g03140","Tp1g03140",0,"-",1072939,1072939,0,1,"303,","0,",303,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",10741227,10741481,"TpRegRNA_2407.1","TpRegRNA_2407",0,".",10741481,10741481,0,1,"254,","0,",254,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",10795793,10796033,"Tp1g28080","Tp1g28080",0,"-",10796033,10796033,0,1,"240,","0,",240,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",10798198,10798779,"TpRegRNA_2420.1","TpRegRNA_2420",0,"+",10798779,10798779,0,1,"581,","0,",581,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",10798198,10798779,"TpRegRNA_2419.1","TpRegRNA_2419",0,"-",10798779,10798779,0,1,"581,","0,",581,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",10977339,10977588,"Tp1g28440","Tp1g28440",0,"-",10977588,10977588,0,1,"249,","0,",249,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",11032910,11033185,"TpRegRNA_2452.1","TpRegRNA_2452",0,".",11033185,11033185,0,1,"275,","0,",275,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",11060712,11061702,"TpRegRNA_2458.1","TpRegRNA_2458",0,"+",11061702,11061702,0,1,"990,","0,",990,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",11060712,11061702,"TpRegRNA_2457.1","TpRegRNA_2457",0,"-",11061702,11061702,0,1,"990,","0,",990,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",11496874,11497162,"Tp1g29450","Tp1g29450",0,"+",11497162,11497162,0,1,"288,","0,",288,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",11497740,11498602,"TpRegRNA_2517.1","TpRegRNA_2517",0,"-",11498602,11498602,0,1,"862,","0,",862,"monoexonic","lincRNA","Species-specific"
"CM001187.1",11948487,11950674,"TpRegRNA_2558.2","TpRegRNA_2558",0,"-",11950674,11950674,0,2,"1079,198,","0,1989,",1277,"multiexonic","sense_exonic_lncRNA","NA"
"CM001187.1",12058781,12059261,"TpRegRNA_2566.1","TpRegRNA_2566",0,".",12059261,12059261,0,1,"480,","0,",480,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",12818308,12818596,"Tp1g31330","Tp1g31330",0,"-",12818596,12818596,0,1,"288,","0,",288,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",12846633,12846873,"Tp1g31360","Tp1g31360",0,"-",12846873,12846873,0,1,"240,","0,",240,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",12911813,12912997,"TpRegRNA_2597.1","TpRegRNA_2597",0,"-",12912997,12912997,0,1,"1184,","0,",1184,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",13075831,13076164,"TpRegRNA_2602.1","TpRegRNA_2602",0,"+",13076164,13076164,0,1,"333,","0,",333,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",13075854,13077643,"TpRegRNA_2603.1","Tp1g31650",0,"-",13077643,13077643,0,3,"310,51,226,","0,393,1563,",587,"multiexonic","NAT_lncRNA/sense_exonic_lncRNA","NA"
"CM001187.1",13077349,13077643,"Tp1g31650","Tp1g31650",0,"-",13077643,13077643,0,1,"294,","0,",294,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",13286117,13288398,"TpRegRNA_2609.1","TpRegRNA_2609",0,"+",13288398,13288398,0,4,"1040,69,128,639,","0,1276,1427,1642,",1876,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",13286130,13288398,"TpRegRNA_2609.2","TpRegRNA_2609",0,"+",13288398,13288398,0,5,"1027,69,128,93,406,","0,1263,1414,1629,1862,",1723,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",13347736,13348089,"TpRegRNA_2612.1","TpRegRNA_2612",0,".",13348089,13348089,0,1,"353,","0,",353,"monoexonic","lincRNA","Species-specific"
"CM001187.1",13569486,13569738,"TpRegRNA_2625.1","TpRegRNA_2625",0,"+",13569738,13569738,0,1,"252,","0,",252,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",1377442,1377644,"TpRegRNA_341.1","TpRegRNA_341",0,"+",1377644,1377644,0,1,"202,","0,",202,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",13806093,13806304,"TpRegRNA_2632.1","TpRegRNA_2632",0,".",13806304,13806304,0,1,"211,","0,",211,"monoexonic","lincRNA","Species-specific"
"CM001187.1",13836080,13836524,"TpRegRNA_2634.1","TpRegRNA_2634",0,"+",13836524,13836524,0,1,"444,","0,",444,"monoexonic","lincRNA","Species-specific"
"CM001187.1",13836080,13836524,"TpRegRNA_2635.1","TpRegRNA_2635",0,"-",13836524,13836524,0,1,"444,","0,",444,"monoexonic","lincRNA","Species-specific"
"CM001187.1",1401156,1402273,"Tp1g04060","Tp1g04060",0,"-",1402273,1402273,0,3,"217,80,137,","0,463,980,",434,"multiexonic","lincRNA","OnlySynteny"
"CM001187.1",14111994,14112518,"TpRegRNA_2646.1","TpRegRNA_2646",0,"+",14112518,14112518,0,1,"524,","0,",524,"monoexonic","lincRNA","Species-specific"
"CM001187.1",14115070,14115389,"TpRegRNA_2647.1","TpRegRNA_2647",0,".",14115389,14115389,0,1,"319,","0,",319,"monoexonic","lincRNA","Species-specific"
"CM001187.1",14485799,14486464,"TpRegRNA_2659.1","TpRegRNA_2659",0,"+",14486464,14486464,0,1,"665,","0,",665,"monoexonic","lincRNA","Species-specific"
"CM001187.1",14492737,14493038,"TpRegRNA_2661.1","TpRegRNA_2661",0,"-",14493038,14493038,0,1,"301,","0,",301,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",1452481,1452963,"Tp1g04210","Tp1g04210",0,"-",1452963,1452963,0,3,"46,142,31,","0,187,451,",219,"multiexonic","lincRNA","OnlySynteny"
"CM001187.1",14645639,14646231,"TpRegRNA_2683.1","TpRegRNA_2683",0,"-",14646231,14646231,0,2,"189,75,","0,517,",264,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",14766673,14767661,"TpRegRNA_2713.1","TpRegRNA_2713",0,"-",14767661,14767661,0,2,"431,103,","0,885,",534,"multiexonic","NAT_lncRNA","NA"
"CM001187.1",14797330,14797721,"TpRegRNA_2719.1","TpRegRNA_2719",0,"+",14797721,14797721,0,1,"391,","0,",391,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",14847651,14848170,"TpRegRNA_2727.1","TpRegRNA_2727",0,"+",14848170,14848170,0,2,"120,300,","0,219,",420,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",14943521,14945091,"TpRegRNA_2752.1","TpRegRNA_2752",0,"+",14945091,14945091,0,2,"171,895,","0,675,",1066,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",15004839,15005122,"TpRegRNA_2771.1","TpRegRNA_2771",0,"-",15005122,15005122,0,1,"283,","0,",283,"monoexonic","intronic_lncRNA","NA"
"CM001187.1",15206608,15206933,"TpRegRNA_2814.1","TpRegRNA_2814",0,"+",15206933,15206933,0,1,"325,","0,",325,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",15263337,15263556,"Tp1g40160","Tp1g40160",0,"+",15263556,15263556,0,1,"219,","0,",219,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",15269698,15270112,"Tp1g40130","Tp1g40130",0,"+",15270112,15270112,0,2,"12,267,","0,147,",279,"multiexonic","lincRNA","OnlySynteny"
"CM001187.1",15283981,15284620,"TpRegRNA_2831.1","TpRegRNA_2831",0,".",15284620,15284620,0,1,"639,","0,",639,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",15532661,15533199,"TpRegRNA_2882.1","TpRegRNA_2882",0,"+",15533199,15533199,0,2,"206,248,","0,290,",454,"multiexonic","lincRNA","Species-specific"
"CM001187.1",15589564,15590004,"TpRegRNA_2897.1","TpRegRNA_2897",0,"+",15590004,15590004,0,2,"218,124,","0,316,",342,"multiexonic","NAT_lncRNA","NA"
"CM001187.1",15765603,15765846,"Tp1g38930","Tp1g38930",0,"+",15765846,15765846,0,1,"243,","0,",243,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",16021573,16023422,"TpRegRNA_2975.1","TpRegRNA_2975",0,"+",16023422,16023422,0,3,"188,214,497,","0,768,1352,",899,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",16030058,16030352,"TpRegRNA_2978.1","TpRegRNA_2978",0,"+",16030352,16030352,0,1,"294,","0,",294,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",16083907,16084174,"TpRegRNA_2993.1","TpRegRNA_2993",0,"-",16084174,16084174,0,1,"267,","0,",267,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",16098815,16099074,"TpRegRNA_2996.1","TpRegRNA_2996",0,".",16099074,16099074,0,1,"259,","0,",259,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",16264019,16264250,"TpRegRNA_3021.1","TpRegRNA_3021",0,".",16264250,16264250,0,1,"231,","0,",231,"monoexonic","lincRNA","Species-specific"
"CM001187.1",1640766,1641679,"Tp1g04690","Tp1g04690",0,"-",1641679,1641679,0,3,"88,63,80,","0,568,833,",231,"multiexonic","sense_exonic_lncRNA","NA"
"CM001187.1",16526346,16526610,"TpRegRNA_3072.1","TpRegRNA_3072",0,"+",16526610,16526610,0,1,"264,","0,",264,"monoexonic","lincRNA","Species-specific"
"CM001187.1",16537317,16537575,"TpRegRNA_3073.1","TpRegRNA_3073",0,"-",16537575,16537575,0,1,"258,","0,",258,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",16676336,16676555,"TpRegRNA_3093.1","TpRegRNA_3093",0,"+",16676555,16676555,0,1,"219,","0,",219,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",16878246,16878505,"TpRegRNA_3135.1","TpRegRNA_3135",0,".",16878505,16878505,0,1,"259,","0,",259,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",16975045,16975644,"TpRegRNA_3152.1","TpRegRNA_3152",0,"-",16975644,16975644,0,2,"186,288,","0,311,",474,"multiexonic","NAT_lncRNA","NA"
"CM001187.1",16987694,16987934,"Tp1g36130","Tp1g36130",0,"-",16987934,16987934,0,1,"240,","0,",240,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",17067393,17068123,"TpRegRNA_3167.1","TpRegRNA_3167",0,".",17068123,17068123,0,1,"730,","0,",730,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",17340533,17340767,"Tp1g35290","Tp1g35290",0,"-",17340767,17340767,0,1,"234,","0,",234,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",17614297,17614570,"Tp1g34810","Tp1g34810",0,"-",17614570,17614570,0,1,"273,","0,",273,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",177059,178179,"Tp1g00580","Tp1g00580",0,"+",178179,178179,0,2,"216,346,","0,774,",562,"multiexonic","lincRNA","OnlySynteny"
"CM001187.1",17823104,17823695,"TpRegRNA_3273.1","TpRegRNA_3273",0,".",17823695,17823695,0,1,"591,","0,",591,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",17929056,17929308,"Tp1g34310","Tp1g34310",0,"-",17929308,17929308,0,1,"252,","0,",252,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",1814839,1815103,"Tp1g05240","Tp1g05240",0,"-",1815103,1815103,0,1,"264,","0,",264,"monoexonic","NAT_lncRNA","NA"
"CM001187.1",18409090,18409307,"TpRegRNA_3334.1","TpRegRNA_3334",0,"+",18409307,18409307,0,1,"217,","0,",217,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",18472116,18472502,"TpRegRNA_3340.1","TpRegRNA_3340",0,"-",18472502,18472502,0,1,"386,","0,",386,"monoexonic","lincRNA","Species-specific"
"CM001187.1",18703380,18703915,"TpRegRNA_3357.1","TpRegRNA_3357",0,"-",18703915,18703915,0,1,"535,","0,",535,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",19043801,19045218,"TpRegRNA_3371.1","TpRegRNA_3371",0,"-",19045218,19045218,0,1,"1417,","0,",1417,"monoexonic","lincRNA","Species-specific"
"CM001187.1",19097462,19097765,"TpRegRNA_3374.1","TpRegRNA_3374",0,"+",19097765,19097765,0,1,"303,","0,",303,"monoexonic","lincRNA","Species-specific"
"CM001187.1",19437798,19438723,"TpRegRNA_3391.1","TpRegRNA_3391",0,"-",19438723,19438723,0,2,"176,188,","0,737,",364,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",2408131,2409197,"TpRegRNA_599.1","TpRegRNA_599",0,"-",2409197,2409197,0,1,"1066,","0,",1066,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",2408471,2409762,"TpRegRNA_600.1","TpRegRNA_600",0,"+",2409762,2409762,0,2,"309,884,","0,407,",1193,"multiexonic","NAT_lncRNA","NA"
"CM001187.1",25462,26320,"TpRegRNA_6.2","TpRegRNA_6",0,"-",26320,26320,0,3,"195,77,112,","0,290,746,",384,"multiexonic","sense_exonic_lncRNA","NA"
"CM001187.1",2630830,2631625,"TpRegRNA_654.1","TpRegRNA_654",0,".",2631625,2631625,0,1,"795,","0,",795,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",2701950,2702529,"Tp1g07710","Tp1g07710",0,"+",2702529,2702529,0,2,"132,108,","0,471,",240,"multiexonic","sense_exonic_lncRNA","NA"
"CM001187.1",2702811,2703745,"TpRegRNA_675.1","TpRegRNA_675",0,"+",2703745,2703745,0,1,"934,","0,",934,"monoexonic","NAT_lncRNA","NA"
"CM001187.1",2803331,2803547,"TpRegRNA_699.1","TpRegRNA_699",0,"-",2803547,2803547,0,1,"216,","0,",216,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3044433,3045494,"TpRegRNA_764.1","TpRegRNA_764",0,"-",3045494,3045494,0,1,"1061,","0,",1061,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3228905,3229107,"TpRegRNA_802.1","TpRegRNA_802",0,"+",3229107,3229107,0,1,"202,","0,",202,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3308650,3309218,"TpRegRNA_816.1","TpRegRNA_816",0,"+",3309218,3309218,0,1,"568,","0,",568,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3462942,3463173,"Tp1g09790","Tp1g09790",0,"-",3463173,3463173,0,1,"231,","0,",231,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",3496493,3497028,"TpRegRNA_856.1","TpRegRNA_856",0,"-",3497028,3497028,0,1,"535,","0,",535,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",351873,352679,"TpRegRNA_94.1","TpRegRNA_94",0,"+",352679,352679,0,1,"806,","0,",806,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3667258,3667967,"TpRegRNA_894.1","TpRegRNA_894",0,"-",3667967,3667967,0,2,"190,420,","0,289,",610,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3669506,3670140,"TpRegRNA_897.1","TpRegRNA_897",0,"-",3670140,3670140,0,2,"395,156,","0,478,",551,"multiexonic","sense_exonic_lncRNA","NA"
"CM001187.1",3771862,3772453,"TpRegRNA_926.1","TpRegRNA_926",0,".",3772453,3772453,0,1,"591,","0,",591,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3782141,3782372,"TpRegRNA_933.1","TpRegRNA_933",0,"-",3782372,3782372,0,1,"231,","0,",231,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3893593,3895669,"TpRegRNA_951.1","TpRegRNA_951",0,"+",3895669,3895669,0,2,"1483,232,","0,1844,",1715,"multiexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",3958383,3959055,"TpRegRNA_967.1","TpRegRNA_967",0,"+",3959055,3959055,0,2,"229,316,","0,356,",545,"multiexonic","NAT_lncRNA","NA"
"CM001187.1",4067140,4067380,"Tp1g11420","Tp1g11420",0,"+",4067380,4067380,0,1,"240,","0,",240,"monoexonic","lincRNA","OnlySynteny"
"CM001187.1",4184006,4184540,"Tp_un1832_001","Tp_un1832_001",0,"+",4184540,4184540,0,1,"534,","0,",534,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",4194302,4195546,"TpRegRNA_1022.1","TpRegRNA_1022",0,".",4195546,4195546,0,1,"1244,","0,",1244,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",4675286,4675819,"Tp1g13000","Tp1g13000",0,"+",4675819,4675819,0,2,"97,161,","0,372,",258,"multiexonic","lincRNA","OnlySynteny"
"CM001187.1",4846403,4846990,"TpRegRNA_1175.1","TpRegRNA_1175",0,".",4846990,4846990,0,1,"587,","0,",587,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",4847872,4848240,"TpRegRNA_1177.1","TpRegRNA_1177",0,".",4848240,4848240,0,1,"368,","0,",368,"monoexonic","lincRNA","ConservedBySyntenyandSequence"
"CM001187.1",5007800,5008067,"Tp1g13930","Tp1g13930",0,"+",5008067,5008067,0,1,"267,","0,",267,"monoexonic","sense_exonic_lncRNA","NA"
"CM001187.1",5131235,5131975,"TpRegRNA_1255.1","Tp1g14310",0,"+",5131975,5131975,0,2,"222,311,","0,429,",533,"multiexonic","NAT_lncRNA","NA"
"CM001187.1",5131288,5131756,"Tp1g14310","Tp1g14310",0,"+",5131756,5131756,0,2,"169,68,","0,400,",237,"multiexonic","NAT_lncRNA","NA"
